No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
34,ADS,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.03B,5.28,42.49,1.17%,"1,079,019",-,5.28,8.05,2.40%,47.60M,-5.83%,2.03B,3.31,63.12%,3.87%,46.08M,-35.71%,384.60M,0.91,1.06,92.20%,5.57%,19.45%,5.63B,0.36,-37.00%,-4.13%,1.26,-61.46%,22.85,1.86,-,60.33,-71.29%,93.49,0.45,5.78%,-,20.51 - 159.41,-62.13%,0.84,-,5.90%,4.70%,-73.35%,2.54,1.98%,2.00,1.00%,55.90%,107.17%,3.60,8500,2.00,3.60%,-,41.36,6.14% 7.05%,Yes,19.14,-81.20%,-,0.53,42.00,Yes,10.74,Jul 23 BMO,-,2.04M,42.49,2.30,-11.94%,-10.76%,-47.71%,"1,079,019",1.17%
35,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,53.70B,177.90,243.90,2.08%,"946,223",S&P 500,177.90,1.37,0.20%,219.20M,1.97%,53.70B,45.29,42.57%,-12.32%,217.22M,4.45%,305.20M,5.39,0.90,96.70%,1.71%,64.02%,3.42B,15.68,327.80%,-0.03%,2.15,30.08%,-0.63,-,5.60%,233.90,42.34%,6.66,36.61,32.98%,-189.60%,125.38 - 248.35,32.94%,-,36.71,23.40%,14.00%,-1.79%,1.61,-,0.80,5.40%,90.50%,94.53%,7.55,10100,0.80,20.40%,13.10%,64.14,2.23% 3.09%,Yes,-,372.70%,8.90%,0.55,238.94,Yes,-,May 27 AMC,0.00%,1.72M,243.90,2.20,3.46%,15.32%,34.96%,"946,223",2.08%
36,ADSW,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.72B,-,30.12,-0.03%,"2,205,517",-,-,-0.08,0.60%,90.06M,-0.17%,2.72B,87.56,154.81%,0.00%,89.81M,-5.58%,-6.90M,-,-0.02,-,9.66%,-7.78%,1.63B,1.67,-170.50%,-4.63%,5.27,-8.51%,10.26,2.94,-0.20%,30.15,-6.84%,0.34,87.62,19.72%,-0.80%,28.55 - 33.15,-8.37%,-,50.30,18.60%,3.40%,-9.14%,0.30,-,0.70,3.00%,-,5.50%,0.32,6200,0.70,0.70%,4.30%,27.99,0.19% 1.03%,Yes,2.02,-3.40%,-0.40%,1.34,30.13,Yes,1.93,May 07,-,1.65M,30.12,3.00,-2.38%,-4.75%,-7.19%,"2,205,517",-0.03%
37,ADT,ADT Inc.,Industrials,Security & Protection Services,USA,5.98B,-,7.66,0.79%,"1,546,811",-,-,-0.88,1.90%,759.09M,-4.01%,5.98B,6.99,4.38%,0.00%,742.66M,-10.20%,-658.00M,-,0.30,95.40%,1.99%,82.38%,5.25B,1.14,30.30%,-0.89%,7.03,2.96%,3.81,2.01,-4.00%,7.69,33.53%,0.15,50.60,4.71%,-19.20%,3.40 - 8.96,-3.40%,0.14,6.69,-,1.50%,-14.56%,-,1.83%,0.40,-,72.00%,124.96%,0.36,17500,0.60,10.20%,-2.50%,50.47,4.11% 4.30%,Yes,3.44,-350.10%,-12.50%,0.74,7.60,Yes,3.42,May 07 AMC,-,2.10M,7.66,2.60,-4.52%,7.99%,15.30%,"1,546,811",0.79%
38,AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,18.07B,23.38,73.94,0.82%,"1,229,699",S&P 500,23.38,3.16,0.60%,246.40M,5.09%,18.07B,19.69,9.67%,-3.77%,245.83M,-4.25%,783.00M,3.96,0.84,78.40%,5.39%,3.37%,5.79B,3.12,1.10%,2.58%,7.27,-3.26%,32.81,2.25,2.70%,80.50,-3.49%,0.17,430.26,5.90%,9.80%,58.74 - 87.65,-3.72%,1.98,11.66,6.90%,6.10%,-15.65%,0.26,2.68%,0.40,-0.50%,86.00%,25.88%,2.06,9323,0.60,-7.50%,21.10%,59.30,2.36% 2.97%,Yes,1.28,-24.10%,13.50%,0.68,73.34,Yes,1.16,May 11 AMC,60.90%,1.82M,73.94,1.90,3.15%,2.86%,-2.69%,"1,229,699",0.82%
39,AEG,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,6.43B,3.94,3.10,0.32%,"2,544,578",-,3.94,0.79,10.10%,2.06B,5.44%,6.43B,6.89,-24.50%,0.00%,1.75B,-9.88%,1.62B,0.10,-,8.50%,0.23%,20.62%,75.57B,0.09,127.50%,3.37%,1.22,-30.02%,13.65,0.23,0.20%,3.21,-39.57%,6.65,0.47,38.40%,3.20%,1.80 - 5.18,-31.57%,0.17,0.82,7.20%,3.50%,-40.15%,1.38,5.35%,-,7.50%,-,72.22%,0.15,23757,-,70.70%,1.00%,56.26,2.63% 3.69%,Yes,0.00,-8.60%,1.10%,0.78,3.09,Yes,0.47,-,68.60%,3.25M,3.10,3.00,3.68%,12.12%,-13.42%,"2,544,578",0.32%
40,AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.60B,44.99,69.47,3.18%,"273,340",-,44.99,1.54,1.20%,38.36M,2.48%,2.60B,17.84,25.17%,-5.47%,37.33M,-1.74%,59.50M,4.50,0.81,-,2.23%,34.42%,963.70M,2.70,-62.20%,-3.37%,2.87,-2.36%,17.87,3.89,4.90%,65.57,33.34%,9.47,7.33,10.00%,10.10%,33.38 - 78.49,-2.43%,-,61.10,-2.80%,4.30%,-11.49%,1.58,-,2.10,16.50%,37.60%,108.12%,2.86,10917,2.80,124.20%,7.10%,56.84,3.55% 4.16%,Yes,0.49,19.10%,7.00%,0.94,67.33,Yes,0.46,May 06 BMO,0.00%,290.61K,69.47,2.60,4.71%,9.08%,12.53%,"273,340",3.18%
41,AEL,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.17B,4.16,23.18,5.46%,"1,496,224",-,4.16,5.57,1.70%,91.64M,-6.19%,2.17B,4.85,-5.37%,-2.45%,89.88M,-14.21%,512.40M,0.42,1.13,99.10%,3.08%,26.81%,2.14B,1.01,-46.50%,1.61%,3.57,-22.01%,38.44,0.60,0.80%,24.44,-14.28%,19.59,1.18,10.00%,13.00%,9.07 - 34.16,-22.55%,0.30,2.04,11.20%,33.30%,-32.14%,1.77,1.29%,-,9.70%,-,155.57%,1.61,608,-,-,-,50.82,7.09% 6.67%,Yes,0.16,877.80%,23.90%,1.93,21.98,Yes,0.16,May 06 AMC,5.40%,774.46K,23.18,2.80,-0.31%,6.65%,-5.24%,"1,496,224",5.46%
42,AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,16.04B,38.14,65.87,2.41%,"1,314,971",-,38.14,1.73,0.20%,240.22M,2.83%,16.04B,24.80,85.73%,0.00%,239.99M,14.14%,414.60M,1.26,0.18,78.10%,0.81%,44.99%,2.63B,6.09,242.10%,4.47%,1.10,7.14%,20.98,3.14,4.80%,69.93,27.51%,5.50,11.97,30.31%,8.50%,31.00 - 69.66,6.91%,0.80,-,36.30%,7.90%,-5.44%,0.74,1.21%,2.00,5.60%,49.60%,112.48%,2.34,6193,2.80,26.20%,32.00%,61.50,3.19% 3.91%,Yes,0.56,-157.40%,15.70%,0.75,64.32,Yes,0.49,Jul 29 AMC,36.00%,1.76M,65.87,2.10,7.65%,5.52%,15.85%,"1,314,971",2.41%
43,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,40.59B,22.13,82.42,0.04%,"1,770,415",S&P 500,22.13,3.72,0.10%,494.60M,3.49%,40.59B,17.81,8.43%,-25.11%,-,-6.25%,1.84B,3.76,1.00,76.30%,-,4.66%,15.25B,2.66,0.10%,0.59%,2.49,-12.03%,40.00,2.06,2.50%,90.81,-8.79%,3.53,23.33,5.88%,9.40%,65.14 - 104.97,-12.79%,2.80,15.40,3.60%,5.30%,-21.48%,0.36,3.40%,0.40,-1.00%,79.70%,26.54%,2.14,17408,0.50,-7.60%,16.80%,53.61,2.35% 2.60%,Yes,1.64,-13.60%,12.10%,0.61,82.39,Yes,1.30,May 06 BMO,73.40%,2.90M,82.42,2.30,1.14%,1.00%,-7.93%,"1,770,415",0.04%
44,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,3.86B,3.32,29.57,6.83%,"1,838,851",-,3.32,8.91,3.05%,128.30M,-3.99%,3.86B,4.75,0.18%,0.00%,125.68M,-26.15%,1.19B,0.54,1.40,95.60%,2.69%,24.35%,4.74B,0.81,23.40%,-5.19%,1.91,-51.24%,73.13,0.40,2.70%,45.29,-41.06%,35.93,0.82,6.15%,12.90%,10.42 - 64.86,-51.90%,-,2.10,13.20%,5.90%,-54.41%,2.18,-,-,6.00%,93.90%,183.78%,2.33,390,-,-0.30%,51.30%,44.93,7.52% 6.50%,Yes,0.00,27.60%,25.00%,1.04,27.68,Yes,3.49,May 05 BMO,0.00%,1.77M,29.57,2.30,-7.47%,-3.44%,-35.23%,"1,838,851",6.83%
45,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,9.55B,33.04,14.44,2.12%,"6,289,876",S&P 500,33.04,0.44,0.30%,664.00M,-0.35%,9.55B,9.32,11.67%,112.92%,662.47M,-3.54%,292.00M,4.65,0.28,95.80%,1.31%,9.15%,9.88B,0.97,-70.60%,-0.32%,1.28,-28.16%,3.82,3.78,0.90%,16.93,-15.36%,2.83,5.10,7.10%,9.90%,8.11 - 21.23,-27.44%,0.57,-,-14.20%,6.60%,-31.98%,0.98,3.95%,1.00,-8.80%,23.00%,78.05%,0.63,21000,1.10,-11.80%,18.70%,58.35,3.12% 4.37%,Yes,8.31,-6.60%,3.00%,0.93,14.14,Yes,7.43,May 07 BMO,125.10%,6.75M,14.44,1.90,5.31%,9.08%,-11.28%,"6,289,876",2.12%
46,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.51B,20.75,60.14,3.80%,"482,489",-,20.75,2.90,0.70%,90.30M,-5.23%,5.51B,7.15,25.20%,-9.78%,72.26M,-19.70%,267.00M,3.19,0.71,65.60%,1.20%,-16.62%,7.55B,0.73,68.50%,0.48%,1.06,-44.99%,55.89,1.08,0.40%,74.00,-42.10%,18.26,3.29,6.50%,4.50%,44.01 - 115.03,-45.15%,1.80,2.70,14.70%,12.10%,-47.72%,0.84,2.99%,-,7.40%,-,36.65%,3.54,7700,-,-34.80%,5.00%,45.74,5.00% 5.21%,Yes,0.29,-191.90%,3.50%,0.59,57.94,Yes,0.29,May 11 AMC,57.20%,821.20K,60.14,3.00,-4.15%,-3.89%,-32.49%,"482,489",3.80%
47,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,25.49B,8.91,35.40,2.25%,"3,040,724",S&P 500,8.91,3.97,0.30%,724.37M,-1.75%,25.49B,7.93,3.09%,-1.22%,655.81M,-15.91%,2.94B,5.57,1.06,62.90%,1.22%,-0.87%,21.84B,1.17,16.70%,-3.91%,1.97,-32.35%,36.45,0.97,1.90%,41.45,-37.38%,5.76,6.15,1.60%,10.40%,23.07 - 57.18,-33.08%,1.12,5.60,6.40%,10.00%,-38.09%,0.89,3.16%,-,-0.40%,-,53.45%,1.41,10977,-,-8.80%,19.00%,46.02,3.41% 3.69%,Yes,0.25,-36.60%,13.50%,0.75,34.62,Yes,0.25,Jul 28 AMC,27.30%,4.06M,35.40,3.10,-2.73%,-2.45%,-21.45%,"3,040,724",2.25%
48,AFYA,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,2.22B,34.74,24.32,0.70%,"236,191",-,34.74,0.70,29.71%,93.01M,3.75%,2.22B,24.52,40.71%,0.00%,31.61M,15.75%,42.70M,3.80,0.13,66.10%,1.86%,13.54%,165.20M,13.45,-28.80%,26.45%,1.78,-11.47%,5.14,4.73,8.00%,-,-,2.64,9.20,9.14%,11.90%,13.98 - 34.87,-10.32%,-,42.63,-,7.90%,-30.26%,-,-,3.70,-,60.90%,73.96%,1.16,3444,3.70,88.30%,27.60%,59.98,4.33% 4.72%,Yes,0.17,-33.00%,25.80%,0.71,24.15,Yes,0.13,May 28 AMC,0.00%,331.91K,24.32,2.20,4.64%,14.30%,0.95%,"236,191",0.70%
49,AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,2.18B,-,10.42,7.64%,"7,973,868",-,-,-0.37,11.40%,209.66M,4.72%,2.18B,173.67,-,0.00%,184.46M,5.04%,-,-,-0.02,35.41%,19.71%,60.55%,363.20M,6.02,-100.00%,-,6.57,-12.80%,3.08,3.38,-,9.54,31.73%,-,-,46.80%,-,4.17 - 12.69,-15.01%,-,-,-31.03%,-,-17.89%,-,-,-,-,-,149.88%,0.56,-,-,-0.90%,-,63.58,5.11% 5.63%,Yes,-,-,-,1.44,9.68,Yes,-,May 14 BMO,-,5.53M,10.42,2.30,12.01%,14.93%,11.48%,"7,973,868",7.64%
50,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,4.02B,41.22,54.37,-1.49%,"270,020",-,41.22,1.32,1.70%,75.30M,-1.97%,4.02B,14.14,62.92%,-0.17%,61.61M,-14.54%,103.00M,8.40,0.03,83.70%,2.10%,10.64%,8.97B,0.45,-61.40%,-3.24%,2.28,-28.15%,35.09,1.55,1.60%,59.21,-28.88%,5.23,10.39,4.91%,4.30%,35.33 - 81.39,-29.62%,0.64,14.95,-21.00%,3.50%,-33.20%,1.15,1.18%,0.60,-1.40%,22.00%,53.89%,2.26,21000,1.50,-3.40%,4.00%,48.60,3.24% 3.69%,Yes,0.70,1.50%,1.40%,0.48,55.19,Yes,0.64,May 05 BMO,39.30%,566.31K,54.37,2.70,-1.48%,1.18%,-15.64%,"270,020",-1.49%
51,AGI,Alamos Gold Inc.,Basic Materials,Gold,Canada,4.07B,61.18,10.40,2.26%,"4,234,738",-,61.18,0.17,0.30%,391.25M,10.87%,4.07B,47.27,46.70%,0.00%,389.04M,32.99%,-,-,0.06,81.79%,0.99%,80.56%,703.90M,5.78,650.00%,-,1.04,76.87%,6.79,1.53,-,9.01,71.90%,-,-,-,-,3.34 - 10.32,72.76%,0.06,-,-28.13%,-,0.78%,-,0.58%,-,-,-,211.38%,0.45,1700,-,13.30%,-,74.98,4.67% 5.37%,Yes,-,-,-,1.15,10.17,Yes,-,Apr 29 AMC,-,3.68M,10.40,2.20,22.63%,25.97%,62.34%,"4,234,738",2.26%
52,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.78B,-,54.86,0.98%,"502,000",-,-,-5.86,0.40%,68.61M,2.58%,3.78B,-,0.40%,-18.91%,60.16M,5.04%,-358.70M,-,-1.37,-,12.47%,43.69%,174.80M,21.60,-13.80%,0.39%,10.32,11.71%,9.11,6.02,-45.20%,65.09,24.03%,7.68,7.14,40.00%,-63.90%,27.77 - 56.74,14.89%,-,-,-34.00%,-,-3.32%,2.14,-,8.30,12.50%,99.10%,97.52%,2.40,536,8.40,188.40%,-,64.57,3.91% 4.87%,Yes,0.00,63.20%,-,0.69,54.33,Yes,0.00,Apr 30 BMO,-,726.74K,54.86,1.90,6.99%,12.92%,26.61%,"502,000",0.98%
53,AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,7.34B,-,12.98,1.33%,"4,286,213",-,-,-3.78,0.50%,559.36M,0.66%,7.34B,6.82,-4.71%,7.65%,555.56M,-8.88%,-2069.00M,-,0.46,69.00%,2.28%,23.55%,123.00M,59.68,450.60%,4.18%,1.16,-27.58%,15.16,0.86,-2.00%,14.40,-23.93%,2.28,5.69,-0.05%,-22.00%,6.25 - 19.65,-26.56%,1.44,50.62,29.20%,-,-33.92%,0.87,11.09%,-,59.80%,-,107.76%,0.45,51,-,-,-,49.52,2.21% 3.29%,Yes,8.03,-,-,0.39,12.81,Yes,0.03,Apr 29 AMC,-,10.91M,12.98,2.10,-0.96%,0.20%,-15.62%,"4,286,213",1.33%
54,AGR,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,13.29B,18.39,42.97,0.66%,"1,103,087",-,18.39,2.34,0.10%,309.49M,2.36%,13.29B,17.79,9.77%,0.28%,56.16M,-7.81%,723.00M,3.54,0.34,16.00%,3.89%,4.45%,6.29B,2.12,9.30%,-0.03%,3.25,-15.03%,49.52,0.87,2.10%,45.29,-15.41%,0.08,511.28,5.20%,4.80%,35.62 - 57.24,-16.01%,1.76,-,10.50%,3.70%,-24.93%,0.28,4.10%,0.50,6.60%,77.40%,20.63%,1.35,6597,0.60,-2.90%,15.70%,52.24,2.86% 3.15%,Yes,0.53,10.60%,11.50%,1.64,42.69,Yes,0.44,Jul 21 AMC,75.30%,671.52K,42.97,3.30,1.42%,0.88%,-9.96%,"1,103,087",0.66%
55,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,25.42B,6.07,29.85,2.33%,"7,727,194",S&P 500,6.07,4.92,0.10%,874.21M,-4.27%,25.42B,6.64,66.63%,2.41%,860.60M,-24.32%,4.37B,1.54,0.66,93.60%,2.36%,28.33%,51.82B,0.49,-41.20%,-1.61%,2.73,-41.60%,68.28,0.44,0.80%,36.69,-46.24%,3.22,9.28,3.93%,6.90%,16.07 - 58.66,-41.85%,1.28,-,-6.80%,5.50%,-49.11%,1.46,4.29%,-,-5.00%,-,85.75%,1.80,46000,-,15.20%,15.70%,45.99,4.77% 5.11%,Yes,0.00,166.00%,8.50%,1.04,29.17,Yes,0.59,May 04 AMC,25.40%,7.42M,29.85,2.60,-6.28%,0.05%,-28.37%,"7,727,194",2.33%
56,AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2.34B,67.05,60.95,0.30%,"248,166",-,67.05,0.91,0.90%,38.68M,-2.31%,2.34B,19.92,-16.78%,0.43%,38.23M,-10.54%,36.10M,5.59,0.66,94.40%,1.34%,30.96%,3.40B,0.69,4.60%,2.37%,2.28,-8.06%,21.47,2.84,1.40%,71.60,2.15%,4.31,14.14,12.00%,3.70%,30.66 - 70.62,-8.61%,1.28,11.63,6.30%,9.80%,-13.69%,1.38,2.10%,1.70,7.10%,29.00%,98.79%,2.44,6471,2.60,-6.20%,3.30%,51.71,3.07% 3.84%,Yes,1.14,-378.70%,1.00%,1.10,60.77,Yes,1.04,Apr 30 BMO,141.90%,225.07K,60.95,2.20,-0.52%,5.49%,4.55%,"248,166",0.30%
57,AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,5.53B,27.64,37.42,-1.53%,"720,654",S&P 500,27.64,1.35,0.50%,148.52M,-0.58%,5.53B,584.69,481.82%,-9.16%,147.62M,-14.61%,201.30M,3.89,0.02,-,1.89%,8.59%,908.60M,6.09,-27.40%,0.16%,2.07,-26.67%,11.56,3.24,3.00%,40.80,-27.97%,2.30,16.24,7.10%,11.60%,24.53 - 55.68,-27.55%,1.64,47.23,8.20%,2.50%,-32.79%,0.85,4.38%,-,-1.50%,66.20%,52.55%,1.47,950,-,-2.40%,16.60%,45.48,2.89% 3.55%,Yes,0.00,-97.60%,22.10%,0.53,38.00,Yes,2.80,May 07 AMC,116.50%,1.35M,37.42,2.80,-3.19%,-0.84%,-18.95%,"720,654",-1.53%
58,AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.04B,18.26,100.74,1.33%,"434,759",S&P 500,18.26,5.52,0.80%,60.60M,-2.47%,6.04B,9.51,16.10%,0.00%,59.06M,-14.20%,352.90M,0.94,2.17,97.20%,4.49%,-3.22%,10.21B,0.59,45.90%,-0.92%,5.08,-23.80%,88.56,1.14,0.80%,140.33,-8.98%,33.34,3.02,19.40%,6.30%,76.27 - 142.61,-23.15%,2.52,7.63,-1.90%,8.60%,-29.36%,0.55,2.50%,-,-0.60%,-,32.08%,3.45,14200,-,4.90%,6.80%,45.32,3.05% 3.33%,Yes,0.41,-3.70%,3.50%,0.83,99.42,Yes,0.41,May 05 AMC,42.70%,522.72K,100.74,1.70,-3.84%,-2.38%,-14.95%,"434,759",1.33%
59,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,18.65B,28.23,98.37,0.72%,"727,869",S&P 500,28.23,3.49,0.40%,188.70M,0.90%,18.65B,23.08,6.23%,-7.61%,187.76M,-3.46%,668.80M,3.13,0.72,84.80%,1.08%,19.56%,7.07B,2.64,2.00%,-0.17%,1.58,3.85%,26.65,3.69,3.50%,104.55,8.38%,1.86,52.88,9.02%,13.70%,65.09 - 109.46,3.30%,1.80,21.54,12.30%,9.20%,-10.13%,0.75,1.83%,1.10,9.20%,33.60%,51.13%,2.57,33300,1.10,-6.20%,12.20%,58.34,1.78% 2.82%,Yes,0.97,-2.50%,9.60%,0.57,97.67,Yes,0.86,Apr 30 AMC,47.40%,1.29M,98.37,1.90,1.42%,7.03%,6.98%,"727,869",0.72%
60,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,2.91B,22.94,36.71,-1.34%,"698,155",-,22.94,1.60,1.10%,77.50M,-7.39%,2.91B,18.57,13.49%,-2.73%,76.62M,-20.23%,131.30M,4.46,0.42,-,6.84%,-12.37%,1.97B,1.48,-3.20%,-3.36%,7.55,-29.62%,7.96,4.61,4.90%,52.50,-20.37%,-,-,5.15%,23.00%,34.01 - 57.27,-19.60%,-,13.37,31.10%,15.40%,-35.91%,0.42,-,1.70,4.40%,18.10%,7.94%,1.66,4814,1.70,-3.20%,11.80%,35.30,3.28% 4.18%,Yes,1.03,-21.10%,6.70%,1.01,37.21,Yes,0.56,-,0.00%,693.47K,36.71,2.30,-9.35%,-10.96%,-19.16%,"698,155",-1.34%
61,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,17.19B,37.47,112.67,1.52%,"1,550,101",S&P 500,37.47,3.01,0.20%,161.99M,5.21%,17.19B,21.06,8.50%,-24.70%,158.60M,8.99%,494.10M,3.33,1.21,90.80%,3.81%,18.31%,2.95B,5.82,63.00%,-1.50%,2.69,24.91%,22.67,4.97,7.70%,115.35,38.48%,8.19,13.76,11.27%,13.90%,75.18 - 116.39,30.44%,-,21.63,9.50%,9.00%,-3.20%,0.33,-,3.20,8.10%,65.60%,49.87%,3.21,7724,3.20,8.20%,19.20%,68.19,2.88% 2.79%,Yes,0.00,15.70%,16.70%,0.69,110.98,Yes,0.51,Apr 28 AMC,0.00%,2.25M,112.67,2.10,8.47%,10.80%,20.18%,"1,550,101",1.52%
62,AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.08B,13.83,13.19,-2.88%,767,-,13.83,0.95,-,157.76M,7.53%,2.08B,-,-,-,17.29M,13.70%,-,-,-,0.26%,0.05%,29.69%,-,-,-,-,2.72,-12.94%,7.54,1.75,-,-,-31.55%,-,-,-,-,9.33 - 18.91,-15.45%,0.81,-,13.19%,-,-30.24%,-,6.14%,-,-,-,41.37%,0.60,16167,-,12.80%,-,57.96,4.04% 3.53%,No,-,4.10%,-,0.27,13.58,Yes,-,-,-,2.86K,13.19,-,3.34%,10.42%,-4.29%,767,-2.88%
63,AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.27B,11.37,15.64,-2.25%,"3,559",-,11.37,1.38,87.00%,157.76M,1.12%,2.27B,15.77,21.27%,0.00%,58.33M,5.96%,216.90M,1.08,0.07,3.40%,0.02%,18.04%,2.26B,1.01,79.80%,-1.56%,1.32,-9.07%,7.82,2.00,-,19.14,-28.39%,3.26,4.79,10.50%,-,10.15 - 21.79,-10.63%,0.84,-,18.10%,11.00%,-28.22%,0.45,5.37%,1.80,-0.20%,41.20%,54.04%,0.80,16167,2.30,9.60%,-,52.95,3.64% 3.95%,No,1.07,3.40%,-,0.42,16.00,Yes,1.04,-,-,8.48K,15.64,2.40,0.03%,8.03%,0.18%,"3,559",-2.25%
64,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,3.22B,5.61,28.20,1.84%,"798,984",-,5.61,5.03,3.00%,113.47M,-3.72%,3.22B,5.26,20.19%,-2.28%,106.46M,-23.62%,570.40M,0.31,1.03,95.30%,5.35%,17.99%,2.06B,1.56,10.50%,4.04%,3.89,-39.41%,50.55,0.56,2.60%,38.57,-31.35%,6.42,4.39,17.94%,10.30%,8.41 - 49.96,-40.66%,0.60,3.00,16.40%,5.30%,-43.55%,2.03,2.13%,-,13.90%,-,235.32%,1.93,117,-,9.70%,57.50%,44.75,5.85% 5.81%,Yes,2.51,-4.70%,27.70%,0.55,27.69,Yes,2.51,May 07 AMC,11.00%,1.46M,28.20,1.80,-6.70%,-0.56%,-22.97%,"798,984",1.84%
65,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,8.02B,16.36,77.95,-0.06%,"1,319,910",S&P 500,16.36,4.77,0.40%,106.23M,0.96%,8.02B,17.36,27.24%,-12.97%,105.70M,-10.13%,506.90M,1.09,0.74,95.70%,12.83%,36.75%,3.50B,2.30,-18.30%,2.53%,10.29,7.62%,36.51,2.14,5.60%,70.86,10.38%,5.37,14.51,15.00%,13.10%,48.89 - 99.40,6.72%,1.54,-,14.40%,7.60%,-21.58%,1.47,1.98%,1.10,8.00%,34.80%,59.44%,3.02,6000,1.80,-11.20%,16.90%,54.12,3.22% 3.39%,Yes,0.81,-19.90%,14.50%,1.00,78.00,Yes,0.80,Aug 05 AMC,30.80%,1.32M,77.95,2.80,0.33%,8.68%,10.59%,"1,319,910",-0.06%
66,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,27.91B,-,57.16,0.05%,"893,278",-,-,-1.24,-,488.26M,-0.28%,27.91B,29.02,84.10%,-,-,-9.20%,-,-,-0.17,57.98%,-,10.99%,7.53B,3.71,-43.40%,-,3.92,-0.78%,39.24,1.46,-,63.45,-5.82%,-,-,7.60%,-,39.37 - 65.37,1.04%,-,-,-,-,-12.56%,-,-,-,-,-,45.19%,1.31,20000,-,0.90%,-,43.34,1.27% 1.96%,Yes,-,-,-,0.62,57.13,Yes,-,May 12 AMC,-,1.44M,57.16,2.30,-3.30%,-2.11%,-0.11%,"893,278",0.05%
67,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,2.88B,16.05,56.27,-0.32%,"420,130",-,16.05,3.51,0.30%,51.70M,3.04%,2.88B,14.99,11.53%,-10.18%,51.55M,-11.61%,181.40M,2.29,0.67,75.60%,1.09%,-3.75%,1.19B,2.41,6.20%,1.46%,1.29,-29.25%,43.93,1.28,3.40%,67.60,-34.74%,1.31,43.04,7.00%,8.10%,48.22 - 88.60,-30.68%,2.47,-,4.40%,5.50%,-36.49%,0.32,4.39%,0.30,1.80%,94.40%,16.69%,2.07,1339,0.40,-12.80%,15.60%,50.45,3.12% 3.79%,Yes,0.76,-6.10%,15.20%,0.96,56.45,Yes,0.62,May 06 BMO,67.80%,436.55K,56.27,2.80,0.06%,-0.01%,-21.81%,"420,130",-0.32%
